0.683013,0.183013,-0.683013,-0.183013
-0.183013,0.683013,0.183013,-0.683013
0.5,0.5,-0.5,-0.5
-0.5,0.5,0.5,-0.5
0.183013,0.683013,-0.183013,-0.683013
-0.683013,0.183013,0.683013,-0.183013
0.683013,0.183013,0.683013,0.183013
-0.183013,0.683013,-0.183013,0.683013
0.5,0.5,0.5,0.5
-0.5,0.5,-0.5,0.5
0.183013,0.683013,0.183013,0.683013
-0.683013,0.183013,-0.683013,0.183013
0.881766,0.236268,-0.353553,0.204124
-0.236268,0.881766,-0.204124,-0.353553
0.645497,0.645497,-0.408248,4.9996e-17
-0.645497,0.645497,-7.4994e-17,-0.408248
0.236268,0.881766,-0.353553,-0.204124
-0.881766,0.236268,0.204124,-0.353553
0.394338,0.105662,0.790569,-0.456435
-0.105662,0.394338,0.456435,0.790569
0.288675,0.288675,0.912871,-2.23589e-16
-0.288675,0.288675,2.79486e-16,0.912871
0.105662,0.394338,0.790569,0.456435
-0.394338,0.105662,-0.456435,0.790569
0.394338,0.105662,-0.790569,0.456435
-0.105662,0.394338,-0.456435,-0.790569
0.288675,0.288675,-0.912871,1.11794e-16
-0.288675,0.288675,-1.67692e-16,-0.912871
0.105662,0.394338,-0.790569,-0.456435
-0.394338,0.105662,0.456435,-0.790569
0.881766,0.236268,0.353553,-0.204124
-0.236268,0.881766,0.204124,0.353553
0.645497,0.645497,0.408248,-9.9992e-17
-0.645497,0.645497,1.2499e-16,0.408248
0.236268,0.881766,0.353553,0.204124
-0.881766,0.236268,-0.204124,0.353553
0.683013,0.183013,-0.183013,0.683013
-0.183013,0.683013,-0.683013,-0.183013
0.5,0.5,-0.5,0.5
-0.5,0.5,-0.5,-0.5
0.183013,0.683013,-0.683013,0.183013
-0.683013,0.183013,-0.183013,-0.683013
0.683013,0.183013,0.183013,-0.683013
-0.183013,0.683013,0.683013,0.183013
0.5,0.5,0.5,-0.5
-0.5,0.5,0.5,0.5
0.183013,0.683013,0.683013,-0.183013
-0.683013,0.183013,0.183013,0.683013
0.394338,0.105662,-0.456435,-0.790569
-0.105662,0.394338,0.790569,-0.456435
0.288675,0.288675,-1.67692e-16,-0.912871
-0.288675,0.288675,0.912871,-2.23589e-16
0.105662,0.394338,0.456435,-0.790569
-0.394338,0.105662,0.790569,0.456435
0.881766,0.236268,0.204124,0.353553
-0.236268,0.881766,-0.353553,0.204124
0.645497,0.645497,2.4998e-17,0.408248
-0.645497,0.645497,-0.408248,4.9996e-17
0.236268,0.881766,-0.204124,0.353553
-0.881766,0.236268,-0.353553,-0.204124
