-12.844,8.9578
-11.984,10.091
-11.516,11.023
-11.301,11.901
-11.296,12.778
-11.484,13.69
-11.866,14.661
-12.456,15.724
-13.29,16.923
-14.44,18.337
-16.096,20.161
-19.145,23.283
-28.363,32.481
-30.681,34.687
-32.294,36.091
-33.603,37.095
-34.737,37.82
-35.757,38.32
-36.7,38.619
-37.594,38.726
-38.467,38.635
-39.358,38.322
-40.346,37.717
-41.701,36.557
-46.412,31.852
-47.653,30.433
-48.287,29.431
-48.619,28.535
-48.726,27.663
-48.634,26.772
-48.35,25.834
-47.866,24.821
-47.16,23.697
-46.182,22.405
-44.817,20.824
-42.71,18.597
-33.734,9.594
-30.334,6.2606
-28.461,4.5476
-27.024,3.3672
-25.813,2.5124
-24.741,1.9043
-23.763,1.5065
-22.848,1.3034
-21.969,1.2935
-21.093,1.4906
-20.168,1.9361
-19.062,2.7543
-16.709,5.0067
-12.844,8.9578
