31.985,11.62
30.84,11.258
29.235,10.508
27.272,9.3794
25.053,7.9097
22.68,6.1566
20.261,4.1954
17.907,2.1173
15.727,0.028296
13.835,-1.9476
12.351,-3.6566
11.438,-4.8506
11.05,-5.6256
10.38,-7.3765
9.6198,-9.7462
8.8666,-12.522
8.1829,-15.534
7.613,-18.629
7.188,-21.66
6.9267,-24.492
6.8352,-26.997
6.9053,-29.062
7.1102,-30.589
7.3875,-31.482
7.657,-31.666
8.5225,-31.487
9.9114,-30.932
11.708,-29.989
13.812,-28.684
16.121,-27.064
18.53,-25.197
20.931,-23.165
23.212,-21.067
25.262,-19.018
26.966,-17.153
28.192,-15.657
28.711,-14.901
29.265,-13.594
29.996,-11.501
30.762,-8.9056
31.487,-5.9915
32.119,-2.9192
32.619,0.16153
32.964,3.1092
33.14,5.7922
33.149,8.0909
33.006,9.8989
32.754,11.121
32.503,11.648
31.985,11.62
