1.3551,-1.5066,1,-1.943,1,3.988,1.943,0.50875,-1,-1,-2.3888,-0.66021
0.66021,1.3551,1,3.988,0,-4.4338,-2.3888,-0.66021,-1,-0,-3.988,-1.3551
-1.5066,0.66021,0,-4.4338,1,-1.943,-3.988,-1.3551,0,-1,1.943,0.50875
-0.50875,-0.50875,-2,2.3888,-2,2.3888,4.4338,1.5066,2,2,4.4338,1.5066
1.0748,-2.5109,-1.6667,3.2383,1.6667,3.3134,-3.2383,2.4854,1.6667,-1.6667,-7.3146,-1.1003
-1.1003,-1.0748,-1.6667,-3.3134,-3.3333,-7.3897,7.3146,1.1003,1.6667,3.3333,-3.3134,1.0748
2.5109,1.1003,3.3333,7.3897,1.6667,-3.2383,3.3134,-1.0748,-3.3333,-1.6667,3.2383,-2.4854
-2.4854,2.4854,0,-7.3146,0,7.3146,-7.3897,-2.5109,0,0,7.3897,2.5109
-3.6065,-4.0096,-2.6615,-10.494,-2.6615,-10.614,-10.494,-3.9689,-2.6615,-2.6615,-11.68,-3.5658
3.5658,3.6065,2.6615,10.614,0,11.8,11.68,3.5658,2.6615,0,-10.614,3.6065
4.0096,-3.5658,0,-11.8,2.6615,10.494,10.614,-3.6065,0,2.6615,10.494,3.9689
-3.9689,3.9689,0,11.68,0,-11.68,-11.8,4.0096,0,0,11.8,-4.0096
0.67755,-0.75328,0.5,-0.9715,0.5,1.994,-0.9715,0.74563,0.5,0.5,2.1944,0.3301
0.3301,0.67755,0.5,1.994,0,-2.2169,2.1944,0.3301,0.5,0,1.994,0.67755
-0.75328,0.3301,0,-2.2169,0.5,-0.9715,1.994,0.67755,0,0.5,-0.9715,0.74563
0.74563,0.74563,0,2.1944,0,2.1944,-2.2169,-0.75328,0,0,-2.2169,-0.75328
